"duration","src_bytes","hot","num_root","num_file_creations","is_guest_login","serror_rate","srv_serror_rate","rerror_rate","dst_host_srv_count","dst_host_same_srv_rate","dst_host_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","connection_type"
"4041194",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2310106",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"63613",0,220,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4706316",0,0,0,0,0,0,0,0,1,13,0.05,0,1,1,"bad"
"3091790",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4354978",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1877524",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"804479",0,1099,0,0,0,0,0,0,0,177,0.64,0,0,0,"good"
"2311021",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1342603",2,1269,0,0,0,0,0,0,0,162,0.82,0,0,0,"good"
"455985",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4728490",0,0,0,0,0,0,0,0,1,5,0.02,0,1,1,"bad"
"2076475",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3325641",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1117622",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"610372",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"1141228",0,0,0,0,0,0,1,1,0,11,0.04,1,0,0,"bad"
"358735",0,48,0,0,0,0,0,0,0,3,0.01,0,0,0,"good"
"2340777",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"461659",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3653386",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"3220770",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"293844",0,327,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"478373",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4413676",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"138452",0,276,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4102275",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1266151",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"563485",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"1644662",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"436696",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4571276",0,0,0,0,0,0,0,0,1,19,0.07,0,1,1,"bad"
"894489",0,234,0,0,0,0,0,0,0,254,1,0,0,0,"good"
"2527167",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"340979",0,214,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"114468",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4183782",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2115827",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"627291",0,0,0,0,0,0,1,1,0,14,0.05,1,0,0,"bad"
"4827975",0,1445,0,0,0,0,0,0,0,137,0.5,0.92,0,0,"good"
"2376505",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"964594",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4741273",0,0,0,0,0,0,0,0,1,12,0.05,0,1,1,"bad"
"1135101",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"179407",0,350,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1603686",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2970870",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4287282",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4814296",0,0,0,0,0,0,1,1,0,23,0.09,1,0,0,"bad"
"1734735",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"207105",0,260,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3104233",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1949541",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2678186",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3584261",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"4110563",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"810204",0,126,0,0,0,0,0,0,0,17,0.13,0,0,0,"good"
"2430230",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4712702",0,0,0,0,0,0,0,0,1,15,0.06,0,1,1,"bad"
"4798056",0,158,0,0,0,0,0,0,0,255,1,0,0.04,0.04,"good"
"3711457",0,0,0,0,0,0,1,1,0,18,0.07,1,0,0,"bad"
"2282704",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"84439",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2105322",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"134380",0,190,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2691370",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4434018",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2840143",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3866087",0,0,0,0,0,0,1,1,0,8,0.03,1,0,0,"bad"
"3832113",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"40775",0,706,0,0,0,0,0,0,0,207,0.65,0,0,0,"good"
"3591080",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"4760376",0,0,0,0,0,0,0,0,1,11,0.04,0,1,1,"bad"
"1409413",0,317,0,0,0,0,0,0,0,255,1,0,0.55,0.85,"good"
"3312408",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1638974",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2374929",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"731574",0,0,0,0,0,0,0,0,1,33,1,0,1,1,"good"
"429042",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1050847",0,320,0,0,0,0,0,0.04,0,255,1,0,0,0,"good"
"803554",0,180,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"444884",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4827807",0,0,0,0,0,0,1,1,0,30,0.6,0.96,0,0,"bad"
"2257672",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2930260",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1056764",0,42,0,0,0,0,0,0,0,225,0.99,0,0,0,"good"
"4856752",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3293201",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2940866",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4491389",14,105,0,0,0,0,0,0,0,234,0.92,0,0,0,"good"
"3638725",0,0,0,0,0,0,1,1,0,6,0.02,1,0,0,"bad"
"4281981",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1359430",0,215,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1187155",0,0,0,0,0,0,1,1,0,10,0.04,1,0,0,"bad"
"325279",0,380,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"426216",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4885108",0,328,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4671815",0,0,0,0,0,0,0,0,1,9,0.04,0,1,1,"bad"
"802023",0,277,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3631817",0,0,0,0,0,0,1,1,0,19,0.07,1,0,0,"bad"
"2777256",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1396431",0,0,0,0,0,0,0,0,1,201,1,0,1,1,"good"
"2164552",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1311870",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1355579",0,214,0,0,0,0,0,0,0,255,1,0.01,0,0,"good"
"4052955",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"83201",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"480316",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2359582",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"630753",0,0,0,0,0,0,1,1,0,18,0.07,1,0,0,"bad"
"3357758",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3396024",0,105,0,0,0,0,0,0,0,76,0.95,0,0,0,"good"
"2205824",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3496146",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"885009",0,308,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4174220",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1395837",0,5891,0,0,0,0,0,0,0,60,0.22,0.01,0,0,"good"
"2451935",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"111967",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4715500",0,0,0,0,0,0,0,0,1,8,0.03,0,1,1,"bad"
"1773961",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1896660",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4172454",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2436228",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"453695",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2587299",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2058674",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1417823",0,0,0,0,0,0,0,0,1,1,0,0,1,1,"bad"
"3914015",0,0,0,0,0,0,1,1,0,11,0.04,1,0,0,"bad"
"3537207",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"1790388",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4793422",0,291,0,0,0,0,0,0,0,255,1,0,0,0.01,"good"
"1029342",0,214,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1547601",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3584071",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"2884603",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1400323",0,0,0,0,0,0,0,0,1,169,1,0,0.66,0.82,"good"
"818152",0,283,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2186618",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"826474",0,224,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"495695",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1707882",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2002486",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3729194",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"1405488",0,53,0,0,0,0,0,0,0,250,0.98,0,0,0,"good"
"2657305",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3543332",0,0,0,0,0,0,1,1,0,17,0.07,1,0,0,"bad"
"523981",0,0,0,0,0,0,1,1,0,8,0.03,1,0,0,"bad"
"2985376",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1130268",0,0,0,0,0,0,1,1,0,18,0.07,1,0,0,"bad"
"4293356",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1374549",0,211,0,0,0,0,0,0,0,255,1,0,0,0.01,"good"
"2599415",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2435630",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"189805",0,285,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"474040",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4198237",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4645172",0,0,0,0,0,0,0,0,1,1,0,0,1,1,"bad"
"4051013",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3759536",0,0,0,0,0,0,1,1,0,14,0.05,1,0,0,"bad"
"1275740",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1307540",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4079064",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1919664",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3898064",0,0,0,0,0,0,1,1,0,25,0.1,1,0,0,"bad"
"909",0,216,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1657409",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2077523",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4639338",0,0,0,0,0,0,0,0,1,13,0.05,0,1,1,"bad"
"4435515",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"242585",0,163,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"848926",0,1713,0,0,0,0,0,0,0,167,0.77,0,0,0,"good"
"3435558",0,105,0,0,0,0,0,0,0,242,0.95,0,0,0,"good"
"3943062",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1766276",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"33131",0,235,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4867683",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3405422",0,0,0,0,0,0,0,0,1,255,1,0,1,1,"good"
"172571",0,326,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1672584",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3180056",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1921910",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"502287",0,8,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2243243",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2981858",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2073763",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3132363",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3109985",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4769823",0,105,0,0,0,0,0,0,0,232,0.91,0,0,0,"good"
"1078708",0,0,0,0,0,0,1,1,0,18,0.07,1,0,0,"bad"
"528288",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"2097598",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2131635",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2979630",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2717968",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3001780",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2010520",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3675170",0,182,0,0,0,0,0,0,0,10,0.07,0,0,0,"good"
"2619625",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4671766",0,0,0,0,0,0,0,0,1,15,0.06,0,1,1,"bad"
"3908732",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"3630090",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"2132055",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4590422",0,0,0,0,0,0,0,0,1,7,0.03,0,1,1,"bad"
"584708",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"1079117",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"4128891",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2711379",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4024473",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4604042",0,0,0,0,0,0,0,0,1,10,0.04,0,1,1,"bad"
"2931364",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1466248",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4562983",0,0,0,0,0,0,0,0,1,6,0.02,0,1,1,"bad"
"3039259",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2638085",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"479708",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3829780",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"4420221",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2458823",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4814554",0,0,0,0,0,0,1,1,0,23,0.09,1,0,0,"bad"
"1757412",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2873655",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1716043",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2893964",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1856755",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4767907",0,105,0,0,0,0,0,0,0,233,0.91,0,0,0,"good"
"944332",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"456229",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3782113",0,0,0,0,0,0,1,1,0,10,0.04,1,0,0,"bad"
"751447",0,0,0,0,0,0,0,0,1,255,1,0,1,1,"good"
"1387851",0,0,0,0,0,0,0.2,0,0.8,1,0,0.27,0.73,1,"bad"
"426997",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4669208",0,0,0,0,0,0,0,0,1,17,0.07,0,1,1,"bad"
"1883234",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2475326",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"283158",0,287,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3479221",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"2764508",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2703657",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4488074",0,105,0,0,0,0,0,0,0,240,0.94,0,0,0,"good"
"4531641",0,105,0,0,0,0,0,0,0,214,0.84,0,0,0,"good"
"3613493",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"4381546",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3849335",0,0,0,0,0,0,1,1,0,17,0.07,1,0,0,"bad"
"4211133",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4013387",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4558251",0,1703,0,0,0,0,0,0,0,163,0.52,0,0.02,0,"good"
"3722491",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"2667467",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1630974",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2020573",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3604707",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"2282356",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3146772",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1568266",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4540484",0,147,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"3606026",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"2788419",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1189630",0,0,0,0,0,0,1,1,0,54,0.21,1,0,0,"bad"
"3078367",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3283091",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2044360",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"993500",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1395814",1,1553,0,0,0,0,0,0,0,155,0.63,0.01,0,0,"good"
"2307337",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2818343",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1244733",0,0,0,0,0,0,1,1,0,15,0.06,1,0,0,"bad"
"749992",0,1895,0,0,0,0,0,0,0,111,0.41,0,0,0,"good"
"2900663",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1011593",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4557929",0,3746,0,0,0,0,0,0,0,38,0.96,0,0,0,"good"
"4771759",0,105,0,0,0,0,0,0,0,225,0.88,0,0,0,"good"
"4622786",0,0,0,0,0,0,0,0,1,7,0.03,0,1,1,"bad"
"3467124",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"1488527",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2628102",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1958714",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2881037",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1929726",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1104131",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"1040114",0,228,0,0,0,0,0,0,0,255,1,0,0,0.01,"good"
"426995",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2537196",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"128366",0,231,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"476872",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"269514",0,45,0,0,0,0,0,0,0,188,0.9,0,0.03,0,"good"
"1886848",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1841088",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1893132",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3073694",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3974698",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1198967",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"3400520",0,105,0,0,0,0,0,0,0,245,0.96,0,0,0,"good"
"548636",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"2444186",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3055891",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1197185",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"1711285",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3294992",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2308424",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3079797",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4769575",19,105,0,0,0,0,0,0,0,229,0.9,0,0,0,"good"
"113708",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4543634",899,147,0,0,0,0,0,0,0,2,0.01,0,0,0,"good"
"4846096",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3193848",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3067009",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4588303",0,0,0,0,0,0,0,0,1,9,0.04,0,1,1,"bad"
"3774330",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"23332",0,230,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"441170",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1759037",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2589414",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2471947",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3787358",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"3146502",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1088947",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"3978611",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2943150",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3071688",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"190951",0,305,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3734675",0,0,0,0,0,0,1,1,0,24,0.09,1,0,0,"bad"
"844129",0,1407,0,0,0,0,0,0,0,128,0.58,0,0,0,"good"
"393102",0,0,0,0,0,0,0,0,1,129,1,0,1,0.79,"good"
"4801165",0,281,0,0,0,0,0,0,0,255,1,0,0.17,0.06,"good"
"3441540",0,105,0,0,0,0,0,0,0,233,0.91,0,0,0,"good"
"1899335",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"713845",0,0,0,0,0,0,1,1,0,8,0.03,1,0,0,"bad"
"1711528",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"413857",0,0,0,0,0,0,0,0,1,50,1,0,1,1,"good"
"3464946",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"647820",0,0,0,0,0,0,1,1,0,5,0.02,1,0,0,"bad"
"149646",0,268,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3689003",0,0,0,0,0,0,1,1,0,5,0.02,1,0,0,"bad"
"727517",0,1455,0,0,0,0,0,0,0,169,0.83,0,0,0,"good"
"4832073",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"26883",0,189,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4750935",0,0,0,0,0,0,0,0,1,8,0.03,0,1,1,"bad"
"808680",0,0,0,0,0,0,0,0,0,1,0,0,1,0,"bad"
"3807956",0,0,0,0,0,0,1,1,0,25,0.1,1,0,0,"bad"
"1054150",0,251,0,0,0,0,0,0,0,255,1,0.01,0,0,"good"
"2849509",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3166333",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2744212",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2571665",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3471691",0,0,0,0,0,0,1,1,0,10,0.04,1,0,0,"bad"
"1537751",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1861054",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1613819",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3160509",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3850872",0,0,0,0,0,0,1,1,0,11,0.04,1,0,0,"bad"
"1091969",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"1566278",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3641126",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"1100074",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"3198183",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4685950",0,0,0,0,0,0,0,0,1,7,0.03,0,1,1,"bad"
